Callum Francis Parkinson,October 24  1996  Bolton  Lancashire ,21 years 166 days,Lancashire Cricket Academy ,,,Left-arm slow,Twin brother - ,
William Peach,May 6  1875  Timberland Fen  Lincolnshire ,,Derbyshire,,Right-hand bat,Right-arm fast-medium,January 29  1959  Stonegravels  Chesterfield  Derbyshire (aged 83 years 268 days) ,
Horace Ogilvie Peacock,September 26  1869  St Neots  Huntingdonshire ,,Marylebone Cricket Club,,Right-hand bat,,June 5  1940  Harston Hall  Leicestershire (aged 70 years 253 days) ,
Lee Robert Peacock,January 18  1974  Cambridge ,44 years 80 days,Huntingdonshire ,,Right-hand bat,Left-arm fast-medium,,
Michael Peacock,October 13  1984  Cambridge ,33 years 177 days,Cambridgeshire,,,,,
Edward Peake,March 29  1860  Tideham  Monmouthshire ,,Gloucestershire ,,Right-hand bat,Right-arm fast,January 3  1945  Huntingdon (aged 84 years 280 days) ,
George Eden Frederick Peake,March 6  1846  Taunton  Somerset ,,Somerset,,,,June 24  1901  Newquay  Cornwall (aged 55 years 110 days) ,
Kenneth George Peake,July 24  1920  Newfoundpool  Leicester ,97 years 258 days,Leicestershire,,Right-hand bat,Right-arm fast-medium,,
Arthur Martin Pearce,December 14  1983  Truro  Cornwall ,34 years 115 days,Cornwall,,,,,
Christopher Pearce,date unknown  Wolverhampton ,,Worcestershire Cricket Board,,Right-hand bat,Right-arm offbreak,,
Cole Joseph Pearce,August 9  1994  Sunderland  Co Durham ,23 years 242 days,Durham 2nd XI,,Right-hand bat,,Wicketkeeper,
Eleanor Pearce,April 9  1998 ,19 years 364 days,Dorset Women,,,,,
George Smart Pearce,October 27  1908  Horsham  Sussex ,,Sussex,,Right-hand bat,Right-arm medium,June 16  1986  Horsham  Sussex (aged 77 years 232 days) ,
Harold Edgar Pearce,April 1  1884  Barnet  Hertfordshire ,,Middlesex,,,,May 19  1939  Somerstown  Chichester  Sussex (aged 55 years 48 days) ,
Jonathan Peter Pearce,April 18  1957  Newcastle upon Tyne  Northumberland ,60 years 355 days,Oxford University,,Right-hand bat,Slow left-arm orthodox,,
Stanley Herbert Hicks Pearce,September 21  1863  Lopperwood  Totton  Hampshire ,,Hampshire,,,,April 5  1929  Oswestry  Shropshire (aged 65 years 196 days) ,
Samuel James Pearce,September 2  1997  Bridgend  Glamorgan ,20 years 218 days,Glamorgan 2nd XI ,,Right-hand bat,Legbreak,Archbishop McGrath Catholic High School,
Thomas Alexander Pearce,December 18  1910  Hong Kong ,,Hong Kong ,,Right-hand bat,Right-arm offbreak,August 11  1982  Tunbridge Wells  Kent (aged 71 years 236 days) ,
Thomas Albert Pearce,May 11  1847  Essendon  Hertfordshire ,,Marylebone Cricket Club,,Right-hand bat,Right-arm slow (roundarm),Wicketkeeper,
Thomas Neill Pearce,November 3  1905  Stoke Newington  London ,,Essex,,Right-hand bat,Right-arm medium,April 11  1994  East Worthing  Sussex (aged 88 years 159 days) ,
William Pearce,March 18  1853  Poplar  London ,,Kent,,Right-hand bat,,August 24  1932  Walmer  Kent (aged 79 years 159 days) ,
Walter Kennedy Pearce,April 2  1893  Bassett  Hampshire ,,Hampshire,,Right-hand bat,,July 31  1960  Romsey  Hampshire (aged 67 years 120 days) ,
Trevor Grant Pearcey,July 15  1955  Glasgow  Lanarkshire  Scotland ,62 years 267 days,Cumberland,,Right-hand bat,,,
William George Peare,June 25  1905  Waterford  Ireland ,,Warwickshire,,Right-hand bat,Right-arm medium-fast,November 16  1979  St Luke's  Cork  Ireland (aged 74 years 144 days) ,
Hugh Pearman,June 1  1945  Edgbaston  Birmingham  Warwickshire ,72 years 311 days,Cambridge University ,,Right-hand bat,Slow left-arm orthodox,Brother - ,
Roger Pearman,February 13  1943  Lichfield  Staffordshire ,,Bedfordshire ,,Right-hand bat,Right-arm offbreak,Brother - ,
Thomas Joseph Pearman,January 9  1979  Welwyn Garden City  Hertfordshire ,39 years 89 days,Hertfordshire,,,,,
Richard Devenish Pearsall,January 15  1921  Kenilworth  Warwickshire ,97 years 83 days,Cambridge University,,Right-hand bat,Right-arm medium,,
Thomas A Pearsall,May 18  1943  West Bromwich  Staffordshire ,74 years 325 days,Minor Counties ,,Left-hand bat,,,
Allan Arthur Pearse,April 22  1915  Watchet  Somerset ,,Somerset,,Right-hand bat,,June 14  1981  Watchet  Somerset (aged 66 years 53 days) ,
Alexander Gillespie Pearson,January 21  1856  Edinburgh  Midlothian  Scotland ,,Oxford University,,Right-hand bat,Right-arm medium (roundarm),January 24  1931  Locarno  Switzerland (aged 75 years 3 days) ,
Anthony John Grayhurst Pearson,December 30  1941  Pinner  Middlesex ,76 years 99 days,Cambridge University ,,Right-hand bat,Right-arm fast-medium,,
Andrew Stuart Pearson,September 25  1957  Rustington  Sussex ,60 years 195 days,Bedfordshire,,Left-hand bat,Right-arm offbreak,,
Cecil Joseph Herbert Pearson,January 22  1888  Poplar  London ,,Glamorgan,,Right-hand bat,Right-arm offbreak,September 14  1971  Porthcawl  Glamorgan  Wales (aged 83 years 235 days) ,
Derek Brooke Pearson,March 29  1937  Kingswinford  Worcestershire ,81 years 10 days,Worcestershire,,Right-hand bat,Right-arm fast-medium,,
David John Pearson,April 16  1963  Whalley  Lancashire ,54 years 357 days,Cumberland,,Left-hand bat,,Wicketkeeper,
Edward George Pearson,May 15  1988  Cambridge ,29 years 328 days,Cambridge MCCU ,,Right-hand bat,Right-arm offbreak,,
Frederick Albert Pearson,September 23  1880  Brixton  London ,,Auckland ,,Right-hand bat,Right-arm offbreak,November 10  1963  Newland  Droitwich  Worcestershire (aged 83 years 48 days) ,
George Timothy Pearson,July 21  1921  Kensington  London ,,Free Foresters,,Right-hand bat,,Wicketkeeper,
Harry Eyre Pearson,August 7  1851  Attercliffe  Sheffield  Yorkshire ,,Yorkshire,,Right-hand bat,Right-arm fast  Right-arm slow (roundarm),July 8  1903  Nether Edge  Sheffield  Yorkshire (aged 51 years 335 days) ,
James Alexander Pearson,September 11  1983  Bristol ,34 years 209 days,England Under-19s ,,Left-hand bat,,,
Joseph Garside Pearson,March 26  1860  Worksop  Nottinghamshire ,,Nottinghamshire,,,,January 18  1892  Boughton  Nottinghamshire (aged 31 years 298 days) ,
John Henry Pearson,May 14  1915  Scarborough  Yorkshire ,,Yorkshire,,Right-hand bat,,May 13  2007 (aged 91 years 364 days) ,
James W Pearson,date unknown ,,Northamptonshire,,Left-hand bat,Left-arm bowler,,
Karl Pearson,August 14  1974  Stourbridge  Worcestershire ,43 years 237 days,Herefordshire,,Right-hand bat,Right-arm medium,,
Kenneth Pearson,August 30  1951  Bedlington  Northumberland ,66 years 221 days,Minor Counties ,,Right-hand bat,,,
Kenneth R Pearson,date unknown ,,Marylebone Cricket Club,,,(unknown arm) slow,,
Louise Pearson,date unknown ,,Hertfordshire Women,,,,,
Lucy Charlotte Pearson,February 19  1972  King's Lynn  Norfolk ,46 years 48 days,East Anglia Women ,,Right-hand bat,Left-arm fast,,
Lawrence Ivor Pearson,January 25  1922  Darnall  Sheffield  Yorkshire ,,Derbyshire,,Left-hand bat,,October 1  2007  Sutton-in-Ashfield  Nottinghamshire  England (aged 85 years 249 days) ,
Robert Barclay Pearson,November 20  1871  Johnston Lodge  Laurencekirk  Kincardineshire ,,Oxford University,,Right-hand bat,Right-arm slow,February 12  1954  Marylebone  London (aged 82 years 84 days) ,
Richard Michael Pearson,January 27  1972  Batley  Yorkshire ,46 years 71 days,Cambridge University ,,Right-hand bat,Right-arm offbreak,,
Simon Pearson,May 8  1982 ,35 years 335 days,Leeds/Bradford MCCU ,,Left-hand bat,Legbreak,,
Sophia Pearson,date unknown ,,Cambridgeshire and Huntingdonshire Women,,,,,
Thomas Sherwin Pearson,June 20  1851  Barwell  Leicestershire ,,Middlesex ,,Right-hand bat,Right-arm slow,Uncle - ,
Philip John Sherwin Pearson-Gregory,March 26  1888  Harlaxton Manor  Lincolnshire ,,Nottinghamshire,,Right-hand bat,,Father - ,
Thomas W Pearson-Jones,date unknown ,,Harrow School,,,,,
Charles Urie Peat,February 28  1892  Edmonton  Middlesex ,,Middlesex ,,Right-hand bat,Right-arm fast,Grandson - ,
Robert James Peat,December 18  1996  Derby ,21 years 111 days,Derbyshire 2nd XI,,Right-hand bat,Right-arm medium,,
Edmund Peate,March 2  1855  Holbeck  Leeds  Yorkshire ,,England ,,Left-hand bat,Slow left-arm orthodox,birth registered as Edmund Peat,
Albert Edward Peatfield,April 13  1874  Retford  Nottinghamshire ,,England,,Right-hand bat,,December 12  1953  Retford  Nottinghamshire (aged 79 years 243 days) ,
Joseph James Peatman,March 28  1992  Lincoln ,26 years 11 days,Gloucestershire 2nd XI,,Right-hand bat,Right-arm fast-medium,William Farr Church of England School  Welton,
David Arthur Peck,May 3  1940  Rushden  Northamptonshire ,77 years 340 days,Cambridge University,,Right-hand bat,,Wicketkeeper,
Ian George Peck,October 18  1957  Great Staughton  Huntingdonshire ,60 years 172 days,Bedfordshire ,,Right-hand bat,,Wicketkeeper,
Joseph Edward Jeremy Peck,June 4  1990  St Albans ,27 years 308 days,Lincolnshire,,Right-hand bat,Right-arm medium,,
Michael James Peck,January 23  1967  Creeting St Mary  Stowmarket ,51 years 75 days,Suffolk,,Right-hand bat,,,
Richard Leslie Peck,May 27  1937  Rushden  Northamptonshire ,80 years 316 days,Combined Services,,Right-hand bat,Right-arm offbreak,,
Guy Richard Pedder,July 7  1892  Brandiston Hall  Norwich  Norfolk ,,Gloucestershire,,Right-hand bat,,Repton,
Giles Simon Peddy,April 16  1978  Hemel Hempstead  Hertfordshire ,39 years 357 days,Oxfordshire,,Right-hand bat,Right-arm offbreak,,
TC Pedel,date unknown ,,Devon,,,,,
Dan N Pedley,date unknown ,,,,,,Umpire,
William Everard Pedley,June 16  1858  Stubbing Court  Wingerworth  Derbyshire ,,Sussex,,Right-hand bat,Right-arm medium,July 9  1920  Riverside  California  United States of America (aged 62 years 23 days) ,
Margaret Peear,date unknown ,,England Women,,,,,
Ian Alexander Ross Peebles,January 20  1908  Aberdeen  Scotland ,,England ,,Right-hand bat,Legbreak googly,February 28  1980  Speen  Buckinghamshire (aged 72 years 39 days) ,
Denis Heywood Peel,February 1  1886  Wavertree  Liverpool  Lancashire ,,Oxford University,,,,October 25  1927  Montana  Switzerland (aged 41 years 266 days) ,
Herbert Richard Peel,February 8  1831  Canterbury  Kent ,,Kent ,,,,Son-in-law - ,
Jenny Peel,June 7  1996 ,21 years 305 days,Leicestershire Women,,,,,
Nigel David Peel,November 10  1967  Wythenshawe  Cheshire ,,Cheshire,,Left-hand bat,Right-arm fast,January 28  2016  Charnock Richard  Lancashire (aged 48 years 79 days) ,
Robert Peel,February 12  1857  Churwell  Leeds  Yorkshire ,,England ,,Left-hand bat,Slow left-arm orthodox,August 12  1941  Morley  Leeds  Yorkshire (aged 84 years 181 days) ,
Robert Peel,May 4  1822  London ,,Marylebone Cricket Club,,,,May 9  1895  Westminster  London (aged 73 years 5 days) ,
Thomas Mark Pegler,November 10  1972  Southampton  Hampshire ,45 years 149 days,Calmore Sports,,Right-hand bat,,Wicketkeeper,
Michael Toby Edward Peirce,June 14  1973  Maidenhead  Berkshire ,44 years 298 days,Combined Universities ,,Left-hand bat,Slow left-arm orthodox,,
Anthony George Pelham,September 4  1911  Minehead  Somerset ,,Cambridge University ,,Right-hand bat,Right-arm medium,March 10  1969  Dorking  Surrey (aged 57 years 187 days) ,
Charles Thomas Pelham,1987 ,31 years,Harrow School,,,,,
Francis Godolphin Pelham,October 18  1844  Stanmer Park  Lewes  Sussex ,,Cambridge University ,,Right-hand bat,Right-arm slow (roundarm),succeeded as the 5th Earl of Chichester in 1901,
Sidney Pelham,May 16  1849  Brighton  Sussex ,,Oxford University,,Right-hand bat,Right-arm slow (roundarm),July 14  1926  Norwich  Norfolk (aged 77 years 59 days) ,
Godfrey Arnold Pell,March 11  1928  Sunderland  Co Durham ,90 years 28 days,Warwickshire,,Right-hand bat,Legbreak googly,,
Oliver Claude Pell,September 3  1826  Pinner Hill  Middlesex ,,Cambridge Town Club ,,Right-hand bat,,October 17  1891  Wilburton Manor  Ely  Cambridgeshire (aged 65 years 44 days) ,
William Pellett,July 7  1809  Duncton  Sussex ,,Sussex,,,,details unknown ,
John Noel Pelly,June 15  1888  Newlands  Ware  Hertfordshire ,,Royal Navy,,,,June 6  1945  Hove  Sussex (aged 56 years 356 days) ,
Francis William Pember,August 16  1862  Hatfield  Hertfordshire ,,Hampshire,,Right-hand bat,,January 19  1954  Newnham Grange  Cambridge (aged 91 years 156 days) ,
John Devereaux Dubricious Pember,June 8  1940  Creaton  Northamptonshire ,,Leicestershire,,Left-hand bat,Right-arm fast-medium,January 25  2007 (aged 66 years 231 days) ,
J Pemberton,date unknown ,,Marylebone Cricket Club,,,,,
Ralph Hylton Pemberton,July 17  1864  Barnes  Sunderland  Co Durham ,,Oxford University,,Right-hand bat,,January 11  1931  Hookhams  Lurgashall  Sussex (aged 66 years 178 days) ,
Rosie Pembroke,date unknown ,,Wiltshire Women,,,,,
Pemmell,date unknown ,,England,,,,,
Anthony Leonard Penberthy,September 1  1969  Troon  Cornwall ,48 years 219 days,Northamptonshire,,Left-hand bat,Right-arm medium,,
DT Penberthy,date unknown ,,Devon,,,,,
Emily Penberthy,date unknown ,,Cornwall Women,,,,,
Arthur Edward Penduck,1885 ,,Gloucestershire,,Right-hand bat,Right-arm fast,December 5  1924  Kingsdown  Bristol (aged 39 years) ,
Alexander George Penfold,May 14  1901  Kenley  Surrey ,,Europeans (India) ,,Right-hand bat,Right-arm fast-medium,September 28  1982  Isfield  Sussex (aged 81 years 137 days) ,
Rosie Clare Penford,December 15  1996   Grantham  Lincolnshire ,21 years 114 days,Nottinghamshire Women,,,,,
Nicky Peng,September 18  1982  Newcastle upon Tyne  Northumberland ,35 years 202 days,Durham ,,Right-hand bat,,Royal Grammar School  Newcastle Upon Tyne,
Karl William Penhale,February 3  1992  Wycombe  Buckinghamshire ,26 years 64 days,Oxford MCCU ,,Right-hand bat,Right-arm medium,,
John Penikett,December 25  1819  Henfield  Sussex ,,Sussex,,,,details unknown ,
Alfred Penn,January 6  1855  The Cedars  Lee  Lewisham  London ,,Kent,,Left-hand bat,Slow left-arm orthodox (roundarm),Brother-in-law - ,
Christopher Penn,June 19  1963  Dover  Kent ,54 years 293 days,Kent,,Left-hand bat,Right-arm fast-medium,,
Eric Frank Penn,April 17  1878  Westminster  London ,,Cambridge University,,Right-hand bat,Right-arm slow,Uncle - ,
Frank Penn,March 7  1851  The Cedars  Lee  Lewisham  London ,,England ,,Right-hand bat,,Brother-in-law - ,
William Penn,August 29  1849  The Cedars  Lee  Lewisham  London ,,Kent,,Right-hand bat,Right-arm fast (roundarm),Brother-in-law - ,
David Barrington Pennett,October 26  1969  Leeds  Yorkshire ,48 years 164 days,Cumberland ,,Right-hand bat,Right-arm fast-medium,,
Trevor Lionel Penney,June 12  1968  Salisbury (now Harare)  Rhodesia ,49 years 300 days,Zimbabwe ,,Right-hand bat,Right-arm medium  Legbreak,Coach,
Penniells,date unknown ,,Surrey,,,,,
Dillon Y Pennington,February 26  1999  Shrewsbury  Shropshire ,19 years 41 days,Shropshire,Bowler,Right-hand bat,Right-arm medium-fast,,
George Arthur Adam Septimus Carter Trenchard Sale Pennington,April 28  1899  Cote Brook  Cheshire ,,Northamptonshire,,Right-hand bat,,September 15  1933  Armthorpe  Doncaster  Yorkshire (aged 34 years 140 days) ,
Harry Pennington,April 21  1880  Salford  Lancashire ,,Lancashire,,,,Wicketkeeper,
John Henry Pennington,June 24  1881  Sutton-on-Trent  Nottinghamshire ,,Nottinghamshire,,,Left-arm medium,January 2  1942  Newark  Nottinghamshire (aged 60 years 192 days) ,
Stephen James Pennock,April 20  1984  Middlesbrough  Yorkshire ,33 years 353 days,Derbyshire 2nd XI,,Left-hand bat,Left-arm medium,,
Joshua Hudson Penny,September 29  1856  Yeadon  Yorkshire ,,Yorkshire,,Left-hand bat,Slow left-arm orthodox,July 29  1902  Savile Town  Dewsbury  Yorkshire (aged 45 years 303 days) ,
K Penny,date unknown ,,,,,,Umpire,
Thomas Simpson Penny,July 15  1929  Bristol ,,Oxford University,,Right-hand bat,Right-arm offbreak,July 26  1983  Casterton  Westmorland (aged 54 years 11 days) ,
W Penny,date unknown ,,Taunton School Invitational XI,,,,,
John Pennycuick,January 15  1841  Poona (now Pune)  Maharashtra  India ,,Marylebone Cricket Club,,Right-hand bat,Right-arm medium,March 9  1911  Camberley  Surrey (aged 70 years 53 days) ,
Frank Penn,August 18  1884  Owsden  Suffolk ,,Kent,,Right-hand bat,,Uncle - ,
Dewi Penrhyn Jones,September 9  1994  Wrexham  Denbighshire  Wales ,23 years 211 days,Glamorgan ,,Right-hand bat,Right-arm fast,Father - ,
John Pentecost,October 15  1857  Brighton  Sussex ,,Kent,,Right-hand bat,,Wicketkeeper,
H Penwarden,date unknown ,,Emeralds,,,,,
George Pepall,February 29  1876  Cyford  Stow-on-the-Wold  Gloucestershire ,,Gloucestershire,,Right-hand bat,Right-arm fast,January 8  1953  Bourton-on-the-Water  Gloucestershire (aged 76 years 314 days) ,
Christopher Thomas Peploe,April 26  1981  Hammersmith  London ,36 years 347 days,Middlesex ,,Left-hand bat,Slow left-arm orthodox,Twyford C of E High  University of Surrey (Roehampton),
Charles Pepper,June 6  1875  Youghall  Co Cork  Ireland ,,Nottinghamshire,,Right-hand bat,Right-arm medium,September 13  1917  near La Clytte  Belgium (aged 42 years 99 days) ,
Chris A Pepper,January 26  1997  Harlow  Essex ,21 years 72 days,Cambridgeshire ,,Right-hand bat,Right-arm medium,Brother - ,
Cecil George Pepper,September 15  1916  Forbes  New South Wales ,,New South Wales,,Right-hand bat,Legbreak googly,Umpire,
John Pepper,October 21  1922  Wimbledon Park  London ,95 years 169 days,Cambridge University,,Right-hand bat,,,
Michael-Kyle Steven Pepper,June 25  1998  Harlow  Essex ,19 years 287 days,Cambridgeshire ,,Right-hand bat,,Brother - ,
J Peppercorn,date unknown ,,Marylebone Cricket Club and Homerton,,,,,
Derek James Pepperell,September 28  1968  Oxford ,49 years 192 days,Dorset,,Left-hand bat,,Wicketkeeper,
Henry Pepys,1840  Marylebone  London ,,Gentlemen of Kent,,,,December 23  1918  Hove  Sussex (aged 78 years) ,
John Alfred Pepys,April 16  1838  Marylebone  London ,,Kent ,,Right-hand bat,,March 22  1924  Bexhill-on-Sea  Sussex (aged 85 years 341 days) ,
John Douglas Percival,August 5  1902  Kensington  London ,,Gloucestershire ,,Right-hand bat,,March 5  1983  Roehampton  London (aged 80 years 212 days) ,
Bruce Stephen Percy,June 15  1966  Horsforth  Yorkshire ,51 years 297 days,Buckinghamshire,,Right-hand bat,Right-arm medium,,
Aloysius Stanislaus Pereira,December 30  1859  Calcutta (now Kolkata)  Bengal  India ,,Cambridge University,,,,November 11  1935  Dehra Dun  Uttar Pradesh  India (aged 75 years 316 days) ,
Eustace Lorenz Pereira,July 4  1939  Colombo  Ceylon ,78 years 278 days,Cambridge University,,Left-hand bat,Right-arm offbreak,,
Edward Thomas Pereira,September 26  1866  Wolseley Hall  Colwich  Staffordshire ,,Warwickshire,,Right-hand bat,Right-arm fast,February 25  1939  Edgbaston  Birmingham  Warwickshire (aged 72 years 152 days) ,
William James Pereira,October 11  1996  Wandsworth  Surrey ,21 years 179 days,Surrey 2nd XI ,,Right-hand bat,Left-arm fast-medium,Boxhill School,
F Perera,date unknown ,,Manchester,,,,,
Peter Chandrishan Manilla Perera,December 29  1961  Colombo  Ceylon ,56 years 100 days,Combined Universities,,Right-hand bat,Right-arm medium,,
Pedro R Perera,1832  London ,,Gentlemen of the North,,,,1915  Fulham  London (aged 83 years) ,
Savin Perera,May 3  1999  Colombo ,18 years 340 days,England Under-19s ,Opening batsman,Left-hand bat,Right-arm offbreak,,
Vishane James Obeyeskere Perera,April 8  1993  Oxford ,25 years 0 days,Oxfordshire,,Left-hand bat,,,
Jamie Jevon Perkin,August 6  1989  Northampton ,28 years 245 days,Oxfordshire ,,Right-hand bat,,,
Arthur Lionel Bertie Perkins,October 19  1905  Swansea  Glamorgan  Wales ,,Glamorgan,,Right-hand bat,,May 6  1992  Durban  Natal  South Africa (aged 86 years 200 days) ,
Charles Meigh Perkins,May 10  1854  Sowe  Warwickshire ,,Sussex,,Right-hand bat,,April 26  1912  Hove  Sussex (aged 57 years 352 days) ,
George Perkins,1864  Ealing  Middlesex ,,Middlesex,,Right-hand bat,Right-arm medium,William Carter,
George Cyril Perkins,June 4  1911  Wollaston  Northamptonshire ,,Northamptonshire ,Bowler,Right-hand bat,Left-arm medium  Slow left-arm orthodox,Coach,
Henry Perkins,December 10  1832  Sawston  Cambridgeshire ,,Cambridge University ,,Right-hand bat,Right-arm slow (underarm),Perkino,
Hubert George Perkins,June 18  1907  Attleborough  Warwickshire ,,Warwickshire,,Left-hand bat,Slow left-arm orthodox,May 4  1935  Nuneaton  Warwickshire (aged 27 years 320 days) ,
John Perkins,May 17  1837  Sawston  Cambridgeshire ,,Cambridgeshire,,Right-hand bat,,April 30  1901  East Hatley  Cambridgeshire (aged 63 years 348 days) ,
Jonathan Roy Perkins,October 9  1978  Reading  Berkshire ,39 years 181 days,Berkshire,,Right-hand bat,,,
Thomas Tosswill Norwood Perkins,December 19  1870  Strood  Kent ,,Cambridge University ,,Right-hand bat,Right-arm fast,July 26  1946  Stone House  Tonbridge  Kent (aged 75 years 219 days) ,
George Frederick Perks,January 15  1922  Jarrow  Co Durham ,,Durham,,Right-hand bat,,Wicketkeeper,
Reginald Thomas David Perks,October 4  1911  Hereford ,,England ,,Left-hand bat,Right-arm fast-medium,November 22  1977  Worcester (aged 66 years 49 days) ,
Thomas Perks,October 2  1883  Worcester ,,Marylebone Cricket Club,,,,Wicketkeeper,
Lewis Perrin,date unknown ,,Bedfordshire,,,,,
Percival Albert Perrin,May 26  1876  Abney Park  Stoke Newington  London ,,Essex ,,Right-hand bat,,November 20  1945  Hickling  Norfolk (aged 69 years 178 days) ,
Stephen Michael Perrin,October 27  1970  Bradford-on-Avon  Wiltshire ,47 years 163 days,Wiltshire,,Right-hand bat,,Wicketkeeper,
Andrew Perry,May 20  1984  Chichester  Sussex ,33 years 323 days,Sussex Cricket Board,,Right-hand bat,Right-arm medium,,
Andrew Howard Dawson Perry,July 2  1976  Portsmouth  Hampshire ,41 years 280 days,Hampshire Cricket Board,,Right-hand bat,Right-arm offbreak,,
Brian James Perry,June 3  1943  Shrewsbury  Shropshire ,74 years 309 days,Minor Counties ,,Left-hand bat,Right-arm fast-medium,,
Duncan Christopher Perry,December 9  1962  Manchester  Lancashire ,55 years 120 days,Shropshire,,Left-hand bat,Left-arm medium-fast,,
Ernest Harvey Perry,January 16  1908  Chaddesley Corbett  Worcestershire ,,Worcestershire,,Right-hand bat,Right-arm fast,October 23  1996  Kidderminster  Worcestershire (aged 88 years 281 days) ,
Harry Perry,March 7  1895  Old Swinford  Stourbridge  Worcestershire ,,Worcestershire,,Right-hand bat,Right-arm medium,February 28  1961  Stourbridge  Worcestershire (aged 65 years 358 days) ,
Horace Thomas Perry,November 29  1905  Bedminster  Somerset ,,Somerset,,Right-hand bat,Right-arm fast,December 25  1962  Kingsdown  Bristol (aged 57 years 26 days) ,
Jonathan Nicholas Perry,December 29  1965  Frimley  Surrey ,52 years 100 days,Cambridge University,,Right-hand bat,Right-arm medium,,
Lydia Perry,date unknown ,,Staffordshire Women,,,,,
Luke A Perry,December 10  1990 ,27 years 119 days,Lancashire 2nd XI,,Left-hand bat,,,
Laurence Samuel Perry,December 18  1991  Leicester ,26 years 111 days,Northamptonshire 2nd XI ,,Left-hand bat,Slow left-arm chinaman,,
Neil James Perry,May 27  1958  Sutton  Surrey ,59 years 316 days,Glamorgan,,Right-hand bat,Slow left-arm orthodox,,
William Perry,August 12  1830  Oxford ,,Lancashire,,,,March 15  1913  Thatcham  Berkshire (aged 82 years 215 days) ,
Nathan David Perry-Warnes,February 15  1989  Norwich  Norfolk ,29 years 52 days,Norfolk,,,,,
Stephen Peter Perryman,October 22  1955  Yardley  Birmingham  Warwickshire ,62 years 168 days,Staffordshire ,,Right-hand bat,Right-arm medium,,
Ben Perry-Taylor,October 12  1984  Babbington  Derbyshire ,33 years 178 days,Derbyshire Cricket Board,,Right-hand bat,Right-arm medium,,
William Jack Pershke,August 8  1918  Richmond-upon-Thames  Surrey ,,Oxford University,,Right-hand bat,Right-arm fast-medium,January 21  1944  on active service (aged 25 years 166 days) ,
Henry Wilfred Persse,September 19  1885  Portswood  Southampton  Hampshire ,,Hampshire,,Right-hand bat,Right-arm fast,June 28  1918  near St Omer  France (aged 32 years 282 days) ,
George Pescott,date unknown ,,Sussex,,,,June 29  1806  Heyshott  Sussex ,
Kenneth Frederick Pestell,May 7  1931  Edmonton  Middlesex ,86 years 336 days,DR Jardine's XI,,Right-hand bat,Right-arm medium,,
Michael David Petchey,December 16  1958  Ealing  Middlesex ,59 years 113 days,Oxford University,,Right-hand bat,Right-arm medium,,
Nicholas Howard Peters,February 21  1968  Guildford  Surrey ,50 years 46 days,Surrey,,Right-hand bat,Right-arm fast-medium,,
Richard Charles Peters,September 12  1911  Chew Magna  Somerset ,,Somerset,,Right-hand bat,Right-arm fast,October 26  1989  Weston-super-Mare  Somerset (aged 78 years 44 days) ,
Stephen David Peters,December 10  1978  Harold Wood  Essex ,39 years 119 days,Essex ,,Right-hand bat,,Coopers Company and Coburn School,
Hugo MR Peterson,date unknown ,,,,,,,
Stewart Pether,October 15  1916  Oxford ,,Oxford University,,Right-hand bat,Right-arm medium-fast,Magdalen College School  Oxford; Oxford University,
Matthew John Petherbridge,August 28  1999  Plymouth  Devon ,18 years 223 days,Devon ,,Right-hand bat,Slow left-arm orthodox,,
Rachael Petherick,June 5  1996  Sunderland  Co Durham ,21 years 307 days,Durham Women,,,,,
Petley,date unknown ,,W Barton's XI,,,,,
John Peto,date unknown ,,Surrey,,,,February 22  1874  Guildford  Surrey ,
W Peto,date unknown ,,Godalming,,,,,
Claude Petrie,January 23  1921  Penshaw  Co Durham ,,,,,,Umpire,
Thomas Frederick Pettet,March 21  1991  Edgware  Middlesex ,27 years 18 days,Hertfordshire,,Right-hand bat,Legbreak,,
Mark Lewis Pettini,August 7  1983  Brighton  Sussex ,34 years 244 days,England Under-19s ,,Right-hand bat,Right-arm medium,Hills Road Sixth Form College. Cardiff University,
David William Pettit,March 24  1937  Canterbury  Kent ,,Oxford University,,Right-hand bat,Right-arm fast-medium,May 28  1990  Greta West  Victoria  Australia (aged 53 years 65 days) ,
Nigel Pettit,date unknown ,,England,,,,Umpire,
Toby HS Pettman,date unknown ,,Oxford University,,Right-hand bat,Right-arm medium,,
Petty,date unknown ,,,,,,Umpire,
E Petty,date unknown ,,,,,,Umpire,
Rochelle Anna Petty,February 28  1989  Northallerton  Yorkshire ,29 years 39 days,Sapphires ,,Right-hand bat,Right-arm medium,,
Henry North Holroyd (Viscount Pevensey),January 18  1832  Marylebone  London ,,Sussex,,,,Eton College,
Alfred William Pewtress,August 27  1891  Rawtenstall  Lancashire ,,Lancashire,,Right-hand bat,,September 21  1960  Brighton  Sussex (aged 69 years 25 days) ,
R Peyton,date unknown ,,Northumberland,,,,,
David Brian Pfaff,June 26  1965  Cape Town  Cape Province  South Africa ,52 years 286 days,Oxford University,,Left-hand bat,Right-arm medium,Father - ,
Brinder Singh Phagura,February 23  1996  West Bromwich  Staffordshire ,22 years 44 days,Staffordshire ,,Right-hand bat,Right-arm medium,	Q3 Academy  Birmingham; Bishop Vasey Grammar School  Sutton Coldfield,
